USER_ID,DATE,EXPERIMENT,GROUP,SALES
170235,7/1/23,AA_test,1,8.88
170238,7/1/23,AA_test,1,7.02
170240,7/1/23,AA_test,1,3.36
170241,7/1/23,AA_test,0,2.08
170246,7/1/23,AA_test,0,3.88
170249,7/1/23,AA_test,0,4.89
170254,7/1/23,AA_test,0,0.3
170262,7/1/23,AA_test,1,3.58
170263,7/1/23,AA_test,0,5.84
170266,7/1/23,AA_test,0,2.77
170270,7/1/23,AA_test,0,5.26
170271,7/1/23,AA_test,0,9.32
170287,7/1/23,AA_test,0,2.36
170304,7/1/23,AA_test,1,5.97
170310,7/1/23,AA_test,1,7.17
170314,7/1/23,AA_test,0,0.49
170316,7/1/23,AA_test,0,8.81
170320,7/1/23,AA_test,0,6.51
170322,7/1/23,AA_test,0,5.5
170324,7/1/23,AA_test,1,6.53
170325,7/1/23,AA_test,0,1.67
170328,7/1/23,AA_test,0,7.1
170337,7/1/23,AA_test,1,8.02
170345,7/1/23,AA_test,1,3.9
170356,7/1/23,AA_test,1,4.8
170359,7/1/23,AA_test,0,3.17
170360,7/1/23,AA_test,0,3.55
170369,7/1/23,AA_test,0,1.72
170374,7/1/23,AA_test,0,5.35
170376,7/1/23,AA_test,1,1.7
170378,7/1/23,AA_test,1,9.76
170379,7/1/23,AA_test,1,7.06
170383,7/1/23,AA_test,0,9.84
170388,7/1/23,AA_test,1,3.79
170390,7/1/23,AA_test,1,4.18
170402,7/1/23,AA_test,0,9.25
170420,7/1/23,AA_test,0,3.34
170421,7/1/23,AA_test,0,1.2
170423,7/1/23,AA_test,1,4
170424,7/1/23,AA_test,0,0.58
170426,7/1/23,AA_test,0,6.17
170432,7/1/23,AA_test,0,7.37
170442,7/1/23,AA_test,0,3.92
170446,7/1/23,AA_test,0,2.16
170448,7/1/23,AA_test,1,0.73
170465,7/1/23,AA_test,1,2.47
170469,7/1/23,AA_test,0,3.2
170472,7/1/23,AA_test,0,5.44
170478,7/1/23,AA_test,0,4.9
170480,7/1/23,AA_test,1,4.64
170485,7/1/23,AA_test,0,3.12
170492,7/1/23,AA_test,1,9.1
170497,7/1/23,AA_test,0,4.21
170500,7/1/23,AA_test,1,8.77
170502,7/1/23,AA_test,1,2.44
170503,7/1/23,AA_test,1,3.96
170508,7/1/23,AA_test,1,5.82
170511,7/1/23,AA_test,1,7.65
170534,7/1/23,AA_test,1,4.16
170535,7/1/23,AA_test,0,4.32
170541,7/1/23,AA_test,1,7.68
170543,7/1/23,AA_test,1,3.76
170549,7/1/23,AA_test,1,5.01
170564,7/1/23,AA_test,0,0.24
170565,7/1/23,AA_test,0,0.44
170573,7/1/23,AA_test,0,4.73
170574,7/1/23,AA_test,0,4.61
170575,7/1/23,AA_test,0,4.23
170578,7/1/23,AA_test,1,0.94
170581,7/1/23,AA_test,0,0.59
170584,7/1/23,AA_test,0,9.27
170589,7/1/23,AA_test,1,0.16
170593,7/1/23,AA_test,1,9.23
170594,7/1/23,AA_test,0,6.37
170603,7/1/23,AA_test,0,2.3
170604,7/1/23,AA_test,1,8.9
170607,7/1/23,AA_test,1,5.06
170612,7/1/23,AA_test,1,9.11
170615,7/1/23,AA_test,1,4.49
170620,7/1/23,AA_test,0,6.66
170623,7/1/23,AA_test,0,0.86
170624,7/1/23,AA_test,0,9.63
170625,7/1/23,AA_test,0,5.35
170641,7/1/23,AA_test,1,2.84
170642,7/1/23,AA_test,1,9.69
170645,7/1/23,AA_test,1,9.9
170649,7/1/23,AA_test,0,5.16
170651,7/1/23,AA_test,0,2.26
170655,7/1/23,AA_test,0,1.12
170670,7/1/23,AA_test,0,7.85
170671,7/1/23,AA_test,0,0.92
170673,7/1/23,AA_test,0,2.82
170674,7/1/23,AA_test,1,7.77
170680,7/1/23,AA_test,1,3.37
170681,7/1/23,AA_test,1,3.23
170686,7/1/23,AA_test,1,4.92
170694,7/1/23,AA_test,1,8.18
170695,7/1/23,AA_test,0,6.19
170701,7/1/23,AA_test,1,3.67
170708,7/1/23,AA_test,1,4.38
170713,7/1/23,AA_test,1,4.82
170716,7/1/23,AA_test,0,1.73
170717,7/1/23,AA_test,1,8.13
170727,7/1/23,AA_test,0,9.67
170736,7/1/23,AA_test,0,2.64
170738,7/1/23,AA_test,1,1.97
170741,7/1/23,AA_test,0,0.02
170742,7/1/23,AA_test,0,9.75
170743,7/1/23,AA_test,1,9.84
170753,7/1/23,AA_test,1,5.96
170754,7/1/23,AA_test,0,7.44
170770,7/1/23,AA_test,1,1.28
170771,7/1/23,AA_test,0,1.45
170775,7/1/23,AA_test,1,6.15
170780,7/1/23,AA_test,0,1.6
170787,7/1/23,AA_test,1,4.98
170816,7/1/23,AA_test,1,7.64
170820,7/1/23,AA_test,0,6.96
170827,7/1/23,AA_test,0,1.14
170828,7/1/23,AA_test,0,3.79
170836,7/1/23,AA_test,1,0.71
170838,7/1/23,AA_test,1,3.36
170849,7/1/23,AA_test,1,7.82
170856,7/1/23,AA_test,1,9.12
170862,7/1/23,AA_test,0,3.7
170872,7/1/23,AA_test,0,4.29
170873,7/1/23,AA_test,0,1.08
170877,7/1/23,AA_test,1,9.84
170881,7/1/23,AA_test,0,2.32
170884,7/1/23,AA_test,0,4.81
170886,7/1/23,AA_test,0,9.6
170887,7/1/23,AA_test,0,2.97
170889,7/1/23,AA_test,1,1.77
170890,7/1/23,AA_test,1,2.37
170891,7/1/23,AA_test,0,0.73
170896,7/1/23,AA_test,0,7.24
170906,7/1/23,AA_test,0,9.14
170908,7/1/23,AA_test,1,1.08
170914,7/1/23,AA_test,0,0.6
170928,7/1/23,AA_test,0,8.29
170931,7/1/23,AA_test,1,6.15
170933,7/1/23,AA_test,0,0.04
170934,7/1/23,AA_test,1,4.66
170935,7/1/23,AA_test,1,3.43
170948,7/1/23,AA_test,0,7.43
170950,7/1/23,AA_test,1,1.92
170952,7/1/23,AA_test,0,6.02
170954,7/1/23,AA_test,0,3.08
170959,7/1/23,AA_test,1,6.24
170964,7/1/23,AA_test,1,7.23
170970,7/1/23,AA_test,1,5.8
170983,7/1/23,AA_test,1,2.26
170996,7/1/23,AA_test,1,5.82
170997,7/1/23,AA_test,0,0.15
170998,7/1/23,AA_test,1,0.56
170999,7/1/23,AA_test,1,8.75
171009,7/1/23,AA_test,0,9.84
171025,7/1/23,AA_test,1,1.45
171029,7/1/23,AA_test,0,5.52
171032,7/1/23,AA_test,1,0.96
171033,7/1/23,AA_test,0,7.86
171040,7/1/23,AA_test,0,2.22
171041,7/1/23,AA_test,1,8.74
171047,7/1/23,AA_test,0,8.45
171051,7/1/23,AA_test,1,0.19
171055,7/1/23,AA_test,1,3.42
171056,7/1/23,AA_test,1,3.72
171057,7/1/23,AA_test,1,7.35
171058,7/1/23,AA_test,0,6.01
171060,7/1/23,AA_test,0,1.94
171061,7/1/23,AA_test,0,5.16
171062,7/1/23,AA_test,0,8.33
171068,7/1/23,AA_test,1,9.71
171072,7/1/23,AA_test,1,6.72
171079,7/1/23,AA_test,0,6.44
171088,7/1/23,AA_test,0,6.91
171089,7/1/23,AA_test,1,9.31
171090,7/1/23,AA_test,0,8.31
171095,7/1/23,AA_test,0,3.25
171098,7/1/23,AA_test,1,5.7
171102,7/1/23,AA_test,1,2.25
171110,7/1/23,AA_test,1,5.83
171116,7/1/23,AA_test,1,5.71
171123,7/1/23,AA_test,1,1.54
171125,7/1/23,AA_test,1,7.01
171126,7/1/23,AA_test,0,9.07
171134,7/1/23,AA_test,1,4.51
171136,7/1/23,AA_test,1,6.02
171137,7/1/23,AA_test,1,4.22
171153,7/1/23,AA_test,0,2.12
171154,7/1/23,AA_test,0,2.07
171155,7/1/23,AA_test,1,2.43
171156,7/1/23,AA_test,1,2.31
171157,7/1/23,AA_test,1,5.21
171159,7/1/23,AA_test,0,5.07
171166,7/1/23,AA_test,0,6.42
171167,7/1/23,AA_test,0,0.37
171177,7/1/23,AA_test,0,3.44
171179,7/1/23,AA_test,0,8.71
171185,7/1/23,AA_test,0,4.51
171192,7/1/23,AA_test,0,2.05
171202,7/1/23,AA_test,1,8.24
171204,7/1/23,AA_test,0,2.42
171205,7/1/23,AA_test,1,9.5
171207,7/1/23,AA_test,1,6.15
171210,7/1/23,AA_test,0,9.47
171215,7/1/23,AA_test,0,0.95
171218,7/1/23,AA_test,0,8.7
171219,7/1/23,AA_test,0,2.03
171226,7/1/23,AA_test,0,3.68
171227,7/1/23,AA_test,0,1.92
171228,7/1/23,AA_test,1,3.31
171230,7/1/23,AA_test,1,2.01
171237,7/1/23,AA_test,1,0.72
171240,7/1/23,AA_test,1,2.98
171242,7/1/23,AA_test,0,9.96
171243,7/1/23,AA_test,0,4.76
171244,7/1/23,AA_test,1,4.78
171245,7/1/23,AA_test,0,6.95
171251,7/1/23,AA_test,1,3.4
171253,7/1/23,AA_test,0,3.7
171261,7/1/23,AA_test,1,0.11
171262,7/1/23,AA_test,0,5.77
171267,7/1/23,AA_test,1,1.23
171270,7/1/23,AA_test,0,5.53
171275,7/1/23,AA_test,1,9.99
171298,7/1/23,AA_test,1,2.4
171300,7/1/23,AA_test,1,5.76
171302,7/1/23,AA_test,0,4.32
171320,7/1/23,AA_test,0,5.48
171323,7/1/23,AA_test,0,6.45
171332,7/1/23,AA_test,0,9.65
171334,7/1/23,AA_test,1,3.03
171336,7/1/23,AA_test,0,7.78
171337,7/1/23,AA_test,0,2.12
171338,7/1/23,AA_test,0,6.69
171339,7/1/23,AA_test,0,7.31
171343,7/1/23,AA_test,0,3.4
171346,7/1/23,AA_test,1,6.59
171353,7/1/23,AA_test,0,2.49
171357,7/1/23,AA_test,0,6
171358,7/1/23,AA_test,0,7.08
171365,7/1/23,AA_test,0,8.46
171366,7/1/23,AA_test,1,6.92
171369,7/1/23,AA_test,0,3.06
171373,7/1/23,AA_test,1,3.01
171376,7/1/23,AA_test,1,2.63
171379,7/1/23,AA_test,1,0.6
171380,7/1/23,AA_test,1,8.99
171382,7/1/23,AA_test,0,2.26
171384,7/1/23,AA_test,0,4.14
171393,7/1/23,AA_test,1,7.21
171396,7/1/23,AA_test,0,7.15
171403,7/1/23,AA_test,0,6.5
171409,7/1/23,AA_test,1,8.88
171412,7/1/23,AA_test,1,8.4
171419,7/1/23,AA_test,0,8.48
171425,7/1/23,AA_test,1,2.22
171438,7/1/23,AA_test,1,9.64
171455,7/1/23,AA_test,1,2.79
171458,7/1/23,AA_test,1,1.83
171460,7/1/23,AA_test,1,8.87
171465,7/1/23,AA_test,0,0.45
171474,7/1/23,AA_test,1,2.38
171485,7/1/23,AA_test,0,6.99
171487,7/1/23,AA_test,1,7.99
171492,7/1/23,AA_test,0,9.35
171505,7/1/23,AA_test,0,7.64
171506,7/1/23,AA_test,1,2.72
171507,7/1/23,AA_test,0,9.89
171509,7/1/23,AA_test,1,8.79
171511,7/1/23,AA_test,1,4.62
171512,7/1/23,AA_test,1,0.46
171513,7/1/23,AA_test,0,0.59
171514,7/1/23,AA_test,0,3.55
171517,7/1/23,AA_test,0,4.92
171527,7/1/23,AA_test,0,5.03
171540,7/1/23,AA_test,0,8.29
171564,7/1/23,AA_test,0,4.75
171565,7/1/23,AA_test,1,1.99
171568,7/1/23,AA_test,1,4.66
171570,7/1/23,AA_test,0,6.39
171581,7/1/23,AA_test,1,8.56
171587,7/1/23,AA_test,1,0.94
171589,7/1/23,AA_test,0,1.46
171616,7/1/23,AA_test,0,4.37
171618,7/1/23,AA_test,0,2.78
171619,7/1/23,AA_test,0,6.53
171625,7/1/23,AA_test,1,0.72
171626,7/1/23,AA_test,1,3.01
171628,7/1/23,AA_test,0,5.55
171631,7/1/23,AA_test,0,3.17
171632,7/1/23,AA_test,0,6.07
171634,7/1/23,AA_test,0,5.83
171635,7/1/23,AA_test,0,0.4
171640,7/1/23,AA_test,0,8.31
171642,7/1/23,AA_test,0,0.19
171645,7/1/23,AA_test,1,4.49
171652,7/1/23,AA_test,1,4.66
171655,7/1/23,AA_test,1,4.87
171658,7/1/23,AA_test,0,3.35
171664,7/1/23,AA_test,0,5.71
171675,7/1/23,AA_test,1,4.66
171688,7/1/23,AA_test,1,5.78
171690,7/1/23,AA_test,0,9.18
171692,7/1/23,AA_test,1,8.08
171697,7/1/23,AA_test,1,2.34
171700,7/1/23,AA_test,0,0.21
171701,7/1/23,AA_test,1,7.89
171702,7/1/23,AA_test,1,5.11
171704,7/1/23,AA_test,1,3.16
171714,7/1/23,AA_test,0,5.06
171715,7/1/23,AA_test,0,3.42
171717,7/1/23,AA_test,1,5.61
171718,7/1/23,AA_test,0,8.48
171720,7/1/23,AA_test,1,1.23
171723,7/1/23,AA_test,1,2.58
171725,7/1/23,AA_test,0,0.96
171730,7/1/23,AA_test,0,6.31
171731,7/1/23,AA_test,1,8.44
171734,7/1/23,AA_test,1,2.98
171743,7/1/23,AA_test,0,2.38
171749,7/1/23,AA_test,1,9.91
171752,7/1/23,AA_test,1,3.21
171754,7/1/23,AA_test,0,6.53
171756,7/1/23,AA_test,0,3.96
171759,7/1/23,AA_test,1,6.03
171760,7/1/23,AA_test,0,1.91
171762,7/1/23,AA_test,1,0.94
171765,7/1/23,AA_test,0,4.85
171772,7/1/23,AA_test,0,7.8
171776,7/1/23,AA_test,0,7.36
171782,7/1/23,AA_test,0,9.19
171783,7/1/23,AA_test,1,1.24
171788,7/1/23,AA_test,1,2.39
171792,7/1/23,AA_test,0,7.41
171794,7/1/23,AA_test,0,1.72
171796,7/1/23,AA_test,1,8.74
171799,7/1/23,AA_test,1,1.15
171801,7/1/23,AA_test,0,7.61
171804,7/1/23,AA_test,1,4.7
171813,7/1/23,AA_test,1,5.99
171814,7/1/23,AA_test,1,5.61
171821,7/1/23,AA_test,1,7.49
171828,7/1/23,AA_test,0,9.99
171831,7/1/23,AA_test,1,0.24
171832,7/1/23,AA_test,0,3.17
171842,7/1/23,AA_test,0,0.55
171843,7/1/23,AA_test,0,0.87
171846,7/1/23,AA_test,0,2.41
171847,7/1/23,AA_test,0,5.43
171850,7/1/23,AA_test,1,4.69
171864,7/1/23,AA_test,1,6.63
171866,7/1/23,AA_test,1,4.91
171870,7/1/23,AA_test,1,7.2
171875,7/1/23,AA_test,0,9.78
171876,7/1/23,AA_test,1,5.69
171877,7/1/23,AA_test,1,3.72
171882,7/1/23,AA_test,1,9.09
171884,7/1/23,AA_test,0,2.66
171891,7/1/23,AA_test,1,1.33
171900,7/1/23,AA_test,1,4.86
171903,7/1/23,AA_test,1,4.73
171908,7/1/23,AA_test,0,3.29
171910,7/1/23,AA_test,1,7.89
171912,7/1/23,AA_test,0,1.67
171927,7/1/23,AA_test,0,4.52
171928,7/1/23,AA_test,0,9.56
171929,7/1/23,AA_test,0,2.8
171931,7/1/23,AA_test,1,2.62
171935,7/1/23,AA_test,1,9
171938,7/1/23,AA_test,0,3.67
171947,7/1/23,AA_test,0,5.3
171956,7/1/23,AA_test,0,1.53
171963,7/1/23,AA_test,1,0.53
171964,7/1/23,AA_test,0,5.69
171968,7/1/23,AA_test,0,2
171972,7/1/23,AA_test,1,0.84
172016,7/1/23,AA_test,1,4.9
172017,7/1/23,AA_test,1,3.49
172022,7/1/23,AA_test,1,3.77
172030,7/1/23,AA_test,0,9.69
172031,7/1/23,AA_test,1,6.05
172032,7/1/23,AA_test,1,3.78
172033,7/1/23,AA_test,0,8.85
172035,7/1/23,AA_test,1,7.78
172038,7/1/23,AA_test,0,9.54
172057,7/1/23,AA_test,1,5.24
172061,7/1/23,AA_test,0,6.88
172062,7/1/23,AA_test,0,5.4
172066,7/1/23,AA_test,1,5.23
172067,7/1/23,AA_test,0,7.15
172069,7/1/23,AA_test,1,1.75
172070,7/1/23,AA_test,1,1.12
172074,7/1/23,AA_test,1,9.67
172081,7/1/23,AA_test,0,6.01
172085,7/1/23,AA_test,0,1.97
172087,7/1/23,AA_test,1,5.61
172112,7/1/23,AA_test,0,1.18
172118,7/1/23,AA_test,0,0.08
172122,7/1/23,AA_test,1,8.22
172125,7/1/23,AA_test,0,1.52
172131,7/1/23,AA_test,0,2.05
172137,7/1/23,AA_test,0,4.12
172140,7/1/23,AA_test,0,4.26
172142,7/1/23,AA_test,1,9.58
172144,7/1/23,AA_test,0,8.15
172145,7/1/23,AA_test,1,1
172146,7/1/23,AA_test,0,3.84
172152,7/1/23,AA_test,0,3.19
172154,7/1/23,AA_test,0,1.68
172156,7/1/23,AA_test,1,8.48
172160,7/1/23,AA_test,0,0.8
172164,7/1/23,AA_test,1,2.42
172166,7/1/23,AA_test,1,4.62
172174,7/1/23,AA_test,0,6.52
172179,7/1/23,AA_test,1,9.74
172188,7/1/23,AA_test,1,8.73
172189,7/1/23,AA_test,0,8.06
172190,7/1/23,AA_test,0,3.72
172191,7/1/23,AA_test,0,1.13
172196,7/1/23,AA_test,0,6.76
172201,7/1/23,AA_test,1,9.81
172208,7/1/23,AA_test,0,5.9
172211,7/1/23,AA_test,1,2.01
172229,7/1/23,AA_test,1,1.73
172241,7/1/23,AA_test,0,5.58
172245,7/1/23,AA_test,0,3.65
172269,7/1/23,AA_test,1,0.57
172275,7/1/23,AA_test,0,0.58
172280,7/1/23,AA_test,1,0.69
172291,7/1/23,AA_test,1,6.91
172294,7/1/23,AA_test,1,4.73
172298,7/1/23,AA_test,1,2.32
172304,7/1/23,AA_test,1,1.4
172315,7/1/23,AA_test,1,7.47
172322,7/1/23,AA_test,1,8.82
172325,7/1/23,AA_test,0,5.13
172337,7/1/23,AA_test,1,1.76
172346,7/1/23,AA_test,1,7.41
172353,7/1/23,AA_test,0,1.88
172358,7/1/23,AA_test,1,9.36
172364,7/1/23,AA_test,0,0.4
172371,7/1/23,AA_test,0,2.43
172374,7/1/23,AA_test,0,9.33
172386,7/1/23,AA_test,0,1.22
172399,7/1/23,AA_test,0,4.85
172406,7/1/23,AA_test,1,7.77
172413,7/1/23,AA_test,0,9.14
172415,7/1/23,AA_test,0,1.08
172419,7/1/23,AA_test,0,5
172432,7/1/23,AA_test,1,0.81
172435,7/1/23,AA_test,1,6.29
172437,7/1/23,AA_test,1,1.12
172443,7/1/23,AA_test,0,9.62
172447,7/1/23,AA_test,0,2.43
172449,7/1/23,AA_test,1,8.69
172463,7/1/23,AA_test,0,4.7
172467,7/1/23,AA_test,0,4.64
172468,7/1/23,AA_test,1,5.38
172476,7/1/23,AA_test,1,0.63
172489,7/1/23,AA_test,1,1.13
172490,7/1/23,AA_test,0,5.35
172491,7/1/23,AA_test,0,4.28
172501,7/1/23,AA_test,1,9.63
172508,7/1/23,AA_test,1,2.48
172509,7/1/23,AA_test,0,1.81
172511,7/1/23,AA_test,0,8.84
172518,7/1/23,AA_test,0,8.19
172521,7/1/23,AA_test,0,4.95
172524,7/1/23,AA_test,0,0.11
172529,7/1/23,AA_test,1,4.05
172534,7/1/23,AA_test,1,0.4
172541,7/1/23,AA_test,1,1.04
172542,7/1/23,AA_test,1,6.83
172543,7/1/23,AA_test,1,4.56
172545,7/1/23,AA_test,0,2.19
172546,7/1/23,AA_test,1,6.47
172557,7/1/23,AA_test,1,9.39
172564,7/1/23,AA_test,1,9.66
172566,7/1/23,AA_test,0,5.33
172577,7/1/23,AA_test,0,8.33
172583,7/1/23,AA_test,0,3.43
172584,7/1/23,AA_test,0,2.86
172587,7/1/23,AA_test,1,5.78
172599,7/1/23,AA_test,0,9.29
172601,7/1/23,AA_test,1,3.28
172606,7/1/23,AA_test,0,6.95
172618,7/1/23,AA_test,0,9.36
172620,7/1/23,AA_test,0,5.11
172621,7/1/23,AA_test,0,7.34
172622,7/1/23,AA_test,0,6.23
172624,7/1/23,AA_test,1,2.27
172625,7/1/23,AA_test,1,3.41
172626,7/1/23,AA_test,1,0.71
172627,7/1/23,AA_test,1,3.95
172636,7/1/23,AA_test,1,1.03
172639,7/1/23,AA_test,1,8.86
172641,7/1/23,AA_test,0,7.83
172647,7/1/23,AA_test,1,9.26
172648,7/1/23,AA_test,1,8.62
172650,7/1/23,AA_test,0,6.39
172664,7/1/23,AA_test,0,2.52
172676,7/1/23,AA_test,0,9.27
172681,7/1/23,AA_test,0,2.25
172683,7/1/23,AA_test,0,5.74
172687,7/1/23,AA_test,1,5.09
172693,7/1/23,AA_test,0,2.91
172703,7/1/23,AA_test,1,7.83
172705,7/1/23,AA_test,1,8.18
172708,7/1/23,AA_test,1,2.76
172716,7/1/23,AA_test,0,6.04
172726,7/1/23,AA_test,1,5.93
172740,7/1/23,AA_test,1,2.5
172741,7/1/23,AA_test,1,5.34
172744,7/1/23,AA_test,1,8.67
172749,7/1/23,AA_test,0,0.08
172759,7/1/23,AA_test,0,0.55
172761,7/1/23,AA_test,0,2.53
172765,7/1/23,AA_test,0,0.99
172768,7/1/23,AA_test,0,2.89
172775,7/1/23,AA_test,1,4.33
172788,7/1/23,AA_test,1,8.88
172801,7/1/23,AA_test,0,9.83
172804,7/1/23,AA_test,1,4.23
172815,7/1/23,AA_test,1,1.51
172816,7/1/23,AA_test,0,4.82
172819,7/1/23,AA_test,0,8.64
172830,7/1/23,AA_test,0,7.94
172834,7/1/23,AA_test,1,6.22
172838,7/1/23,AA_test,0,6.78
172850,7/1/23,AA_test,1,2.12
172859,7/1/23,AA_test,1,6.49
172865,7/1/23,AA_test,1,0.04
172867,7/1/23,AA_test,0,3.52
172880,7/1/23,AA_test,0,4.3
172887,7/1/23,AA_test,0,2.26
172890,7/1/23,AA_test,1,7.95
172897,7/1/23,AA_test,0,9.51
172913,7/1/23,AA_test,1,1.75
172918,7/1/23,AA_test,0,9.69
172921,7/1/23,AA_test,0,9.21
172927,7/1/23,AA_test,0,8.05
172929,7/1/23,AA_test,0,0.16
172939,7/1/23,AA_test,1,3.96
172943,7/1/23,AA_test,0,0.25
172954,7/1/23,AA_test,0,6.62
172956,7/1/23,AA_test,0,0.62
172957,7/1/23,AA_test,0,7.88
172960,7/1/23,AA_test,0,6.21
172962,7/1/23,AA_test,0,3.92
172965,7/1/23,AA_test,1,4.45
172968,7/1/23,AA_test,1,6.28
172973,7/1/23,AA_test,1,0.26
172974,7/1/23,AA_test,0,6.61
172976,7/1/23,AA_test,0,0.77
172984,7/1/23,AA_test,0,3.29
172990,7/1/23,AA_test,0,6.46
172992,7/1/23,AA_test,0,8.36
173001,7/1/23,AA_test,0,7.72
173004,7/1/23,AA_test,1,2.54
173006,7/1/23,AA_test,1,3.52
173018,7/1/23,AA_test,1,5.96
173021,7/1/23,AA_test,0,2.24
173027,7/1/23,AA_test,0,1.36
173029,7/1/23,AA_test,1,1.06
173032,7/1/23,AA_test,0,0.81
173037,7/1/23,AA_test,0,1.97
173044,7/1/23,AA_test,0,8.46
173049,7/1/23,AA_test,1,9.02
173064,7/1/23,AA_test,1,6.64
173065,7/1/23,AA_test,1,8.02
173066,7/1/23,AA_test,0,1.38
173074,7/1/23,AA_test,1,9.4
173080,7/1/23,AA_test,1,3.25
173084,7/1/23,AA_test,0,4.8
173090,7/1/23,AA_test,0,3.34
173094,7/1/23,AA_test,1,8.78
173113,7/1/23,AA_test,0,5.17
173119,7/1/23,AA_test,1,7.98
173122,7/1/23,AA_test,1,2.07
173124,7/1/23,AA_test,1,9.61
173127,7/1/23,AA_test,0,5.97
173129,7/1/23,AA_test,0,1.89
173130,7/1/23,AA_test,1,4.71
173136,7/1/23,AA_test,0,8.5
173137,7/1/23,AA_test,0,5.65
173139,7/1/23,AA_test,0,7.06
173140,7/1/23,AA_test,1,0.71
173143,7/1/23,AA_test,0,6.39
173144,7/1/23,AA_test,0,0.2
173145,7/1/23,AA_test,1,4.41
173149,7/1/23,AA_test,0,5.92
173153,7/1/23,AA_test,1,2.13
173160,7/1/23,AA_test,0,2.94
173162,7/1/23,AA_test,1,2.56
173165,7/1/23,AA_test,1,5.4
173173,7/1/23,AA_test,0,4.27
173175,7/1/23,AA_test,0,9.49
173179,7/1/23,AA_test,1,2.67
173183,7/1/23,AA_test,0,6.05
173184,7/1/23,AA_test,0,8.53
173187,7/1/23,AA_test,0,5.14
173197,7/1/23,AA_test,0,9.54
173206,7/1/23,AA_test,0,6.29
173210,7/1/23,AA_test,1,8.29
173211,7/1/23,AA_test,1,3.42
173227,7/1/23,AA_test,0,0.36
173230,7/1/23,AA_test,1,8.79
173236,7/1/23,AA_test,1,3.57
173239,7/1/23,AA_test,0,7.42
173245,7/1/23,AA_test,1,5.68
173248,7/1/23,AA_test,0,3.01
173250,7/1/23,AA_test,0,2.06
173263,7/1/23,AA_test,0,9.8
173269,7/1/23,AA_test,1,1.04
173270,7/1/23,AA_test,1,4.65
173273,7/1/23,AA_test,1,9.33
173277,7/1/23,AA_test,0,0.28
173282,7/1/23,AA_test,0,4.25
173295,7/1/23,AA_test,1,0.2
173296,7/1/23,AA_test,1,6.07
173301,7/1/23,AA_test,1,5.67
173304,7/1/23,AA_test,1,5.14
173311,7/1/23,AA_test,1,0.56
173316,7/1/23,AA_test,0,1.29
173327,7/1/23,AA_test,0,8.2
173334,7/1/23,AA_test,1,0.73
173345,7/1/23,AA_test,1,0.23
173355,7/1/23,AA_test,1,7.83
173364,7/1/23,AA_test,0,7.78
173366,7/1/23,AA_test,0,4.82
173370,7/1/23,AA_test,0,6.32
173373,7/1/23,AA_test,1,2.07
173382,7/1/23,AA_test,1,2.25
173384,7/1/23,AA_test,0,6.8
173394,7/1/23,AA_test,0,8.44
